Month,Car Class,MDBF,12-Month Average MDBF,Total Miles,Number of Failures,Number of Cars
2020-10,R42,0,15696,0,0,37
2020-10,R32,0,38584,3759,0,130
2020-09,R188-CONVERSION,"685,453",284914,1370905,2,380
2020-09,ADIVISION,"282,832",185902,11878926,42,2890
2020-09,BDIVISION,"120,473",118538,16143407,134,3697
2020-09,FLEET,"159,218",139941,28022333,176,6624
2020-09,R142,"393,786",244366,4331641,11,1025
2020-09,R142A,"302,346",126354,907038,3,220
2020-09,R143,"102,692",156775,924225,9,212
2020-09,R160,"293,614",260706,8514806,29,1662
2020-09,R188-NEW,"488,613",239632,488613,1,126
2020-09,R46,"63,549",61064,3812938,60,750
2020-09,R62,"184,811",200693,1293675,7,315
2020-09,R62A,"193,725",136054,3487055,18,824
2020-09,R68,"105,466",92575,2109325,20,425
2020-09,R68A,"43,124",68298,646864,15,200
2020-09,R42,0,16595,0,0,37
2020-09,R32,"94,649",38276,94649,1,130
2020-09,R179,0,140880,40600,0,318
2020-08,ADIVISION,"183,203",173444,11725020,64,2890
2020-08,BDIVISION,"126,891",118179,16876555,133,3697
2020-08,FLEET,"145,186",136517,28601575,197,6624
2020-08,R142,"297,515",228484,4165205,14,1025
2020-08,R142A,"103,943",115667,831540,8,220
2020-08,R143,"98,771",169048,1086483,11,212
2020-08,R160,"443,935",269157,8878704,20,1662
2020-08,R188-CONVERSION,"273,199",280338,1365997,5,380
2020-08,R188-NEW,"164,578",253010,493733,3,126
2020-08,R46,"55,264",60319,3923731,71,750
2020-08,R62,"125,164",203143,1376799,11,315
2020-08,R62A,"151,815",122937,3491746,23,824
2020-08,R68,"135,765",88623,2172246,16,425
2020-08,R68A,"51,344",72194,667476,13,200
2020-08,R42,0,16635,0,0,37
2020-08,R32,"73,958",34960,147915,2,130
2020-08,R179,0,142726,0,0,318
2020-07,ADIVISION,"169,104",171783,12513667,74,2890
2020-07,BDIVISION,"115,042",115993,17141274,149,3697
2020-07,FLEET,"132,982",134394,29654941,223,6624
2020-07,R142,"219,279",225058,4604856,21,1025
2020-07,R142A,"70,887",115623,992422,14,220
2020-07,R143,"141,608",182777,1132867,8,212
2020-07,R160,"319,190",263441,8937317,28,1662
2020-07,R188-CONVERSION,"355,091",298945,1420365,4,380
2020-07,R188-NEW,"164,104",295779,492311,3,126
2020-07,R46,"46,116",60813,4012082,87,750
2020-07,R62,"143,010",204035,1287091,9,315
2020-07,R62A,"161,592",119068,3716622,23,824
2020-07,R68,"142,093",83735,2273480,16,425
2020-07,R68A,"74,436",78090,669921,9,200
2020-07,R42,0,19143,0,0,37
2020-07,R32,"115,390",28665,115390,1,130
2020-07,R179,0,143544,217,0,318
2020-06,R62,"616,228",212520,1232455,2,315
2020-06,R188-NEW,"241,446",356066,482892,2,126
2020-06,ADIVISION,"178,060",171060,12108055,68,2890
2020-06,BDIVISION,"134,432",115107,15863029,118,3697
2020-06,FLEET,"150,382",133480,27971084,186,6624
2020-06,R142,"235,136",224077,4467587,19,1025
2020-06,R142A,"81,764",127190,981166,12,220
2020-06,R143,"157,401",178705,944408,6,212
2020-06,R160,"296,820",257455,8310949,28,1662
2020-06,R188-CONVERSION,"269,935",267979,1349674,5,380
2020-06,R46,"76,512",63096,3749076,49,750
2020-06,R62A,"128,367",115083,3594281,28,824
2020-06,R68,"103,909",79897,2182097,21,425
2020-06,R68A,"46,612",80382,559343,12,200
2020-06,R42,0,23005,0,0,37
2020-06,R179,"58,578",143944,117156,2,318
2020-06,R32,0,26891,0,0,130
2020-05,R188-CONVERSION,"449,853",273394,899706,2,380
2020-05,ADIVISION,"182,311",173417,10027093,55,2895
2020-05,BDIVISION,"133,122",113204,13312165,100,3591
2020-05,FLEET,"150,576",132508,23339258,155,6523
2020-05,R142,"285,166",233360,3992318,14,1030
2020-05,R142A,"122,576",124721,980605,8,220
2020-05,R143,"146,580",174810,732899,5,212
2020-05,R160,"233,642",263297,5841059,25,1662
2020-05,R179,"196,274",150045,1570191,8,318
2020-05,R46,"75,890",60166,2656157,35,750
2020-05,R62,"136,174",207900,1225562,9,315
2020-05,R62A,"120,402",115405,2648846,22,824
2020-05,R68,"110,636",76267,1991456,18,425
2020-05,R68A,"57,823",82553,520403,9,200
2020-05,R188-NEW,N/A,412009,280056,0,126
2020-05,R42,0,24121,0,0,37
2020-05,R32,0,28599,0,0,24
2020-04,R188-CONVERSION,0,260292,575840,0,380
2020-04,R143,"446,762",172658,446762,1,212
2020-04,ADIVISION,"290,795",173761,7269884,25,2894
2020-04,BDIVISION,"137,001",112195,10001104,73,3779
2020-04,FLEET,"176,235",131763,17270988,98,6710
2020-04,R142,"410,046",237375,2870323,7,1030
2020-04,R142A,"111,967",123016,671801,6,220
2020-04,R160,"294,000",264046,4703993,16,1662
2020-04,R179,"165,414",149675,827072,5,308
2020-04,R46,"60,676",59141,2245009,37,750
2020-04,R62,"268,037",225018,804110,3,315
2020-04,R62A,"237,317",114473,2135852,9,823
2020-04,R68,"127,627",74277,1531525,12,425
2020-04,R68A,"123,372",87354,246743,2,200
2020-04,R188-NEW,N/A,370648,211958,0,126
2020-04,R42,0,26424,0,0,37
2020-04,R32,0,28847,0,0,222
2020-03,ADIVISION,"215,475",172032,11204691,52,2895
2020-03,BDIVISION,"107,559",111923,15488516,144,3769
2020-03,FLEET,"136,190",131153,26693207,196,6701
2020-03,R142,"335,746",236177,4028954,12,1030
2020-03,R142A,"137,070",122039,959493,7,220
2020-03,R143,"252,918",156424,758754,3,212
2020-03,R160,"201,434",261487,7453048,37,1662
2020-03,R179,"104,981",150012,1364749,13,298
2020-03,R188-CONVERSION,"410,353",260356,1231058,3,380
2020-03,R188-NEW,"142,624",363886,427871,3,126
2020-03,R32,"47,970",29599,143910,3,222
2020-03,R46,"55,058",59762,3248427,59,750
2020-03,R62,"290,826",216877,1163305,4,315
2020-03,R62A,"141,417",113126,3394010,24,824
2020-03,R68,"82,843",73998,1988234,24,425
2020-03,R68A,"106,279",88604,531394,5,200
2020-03,R42,0,28733,0,0,37
2020-02,ADIVISION,"175,393",172536,11575934,66,2895
2020-02,BDIVISION,"117,506",111649,15980782,136,3819
2020-02,FLEET,"136,419",131090,27556716,202,6714
2020-02,R142,"190,673",233143,4385483,23,1030
2020-02,R142A,"125,683",124424,879781,7,220
2020-02,R143,"152,319",149991,761593,5,212
2020-02,R160,"264,629",267651,7938864,30,1662
2020-02,R179,"124,996",156284,1374960,11,298
2020-02,R188-CONVERSION,"256,915",258218,1284576,5,380
2020-02,R188-NEW,"454,312",451033,454312,1,126
2020-02,R32,"46,743",30322,373941,8,222
2020-02,R46,"49,115",61018,2897777,59,750
2020-02,R62,"317,923",213691,1271690,4,315
2020-02,R62A,"126,927",113921,3300092,26,824
2020-02,R68,"103,032",69576,2060634,20,425
2020-02,R68A,"191,004",86745,573013,3,200
2020-02,R42,0,27444,0,0,50
2020-01,R142A,"501,809",129431,1003617,2,220
2020-01,ADIVISION,"183,682",172746,12674025,69,2895
2020-01,BDIVISION,"113,802",111125,17525559,154,3799
2020-01,FLEET,"135,424",130741,30199584,223,6694
2020-01,R142,"237,292",230676,4745830,20,1030
2020-01,R160,"235,495",265578,8948823,38,1662
2020-01,R179,"108,560",157828,651357,6,278
2020-01,R188-CONVERSION,"157,168",249117,1414514,9,380
2020-01,R188-NEW,"162,261",415541,486782,3,126
2020-01,R32,"28,576",30332,714405,25,222
2020-01,R46,"70,923",63476,3404318,48,750
2020-01,R62,"196,041",216005,1372285,7,315
2020-01,R62A,"130,393",114976,3650997,28,824
2020-01,R68,"104,241",66808,2189063,21,425
2020-01,R68A,"60,816",86841,668981,11,200
2020-01,R143,"449,528",135569,899055,2,212
2020-01,R42,"16,519",29015,49557,3,50
2019-12,R142A,"491,983",124767,983965,2,220
2019-12,R188-NEW,"231,900",480717,463800,2,126
2019-12,ADIVISION,"171,326",168311,12506777,73,2895
2019-12,BDIVISION,"116,938",109074,17306896,148,3780
2019-12,FLEET,"134,903",128000,29813673,221,6675
2019-12,R142,"191,146",212186,4778648,25,1030
2019-12,R143,"132,668",128395,796007,6,212
2019-12,R160,"220,550",267679,8822004,40,1662
2019-12,R179,"181,366",162771,1269560,7,259
2019-12,R188-CONVERSION,"232,534",261839,1395203,6,380
2019-12,R32,"29,706",29930,564423,19,222
2019-12,R46,"68,188",62014,3068446,45,750
2019-12,R62,"314,970",215194,1259880,4,315
2019-12,R62A,"106,626",114129,3625281,34,824
2019-12,R68,"87,856",63774,2108544,24,425
2019-12,R68A,"110,525",86243,663148,6,200
2019-12,R42,"14,764",33146,14764,1,50
2019-11,ADIVISION,"161,824",165298,12136772,75,2895
2019-11,BDIVISION,"106,378",108250,16488522,155,3779
2019-11,FLEET,"124,458",126641,28625294,230,6674
2019-11,R142,"206,714",206692,4547701,22,1030
2019-11,R142A,"88,107",111437,969177,11,220
2019-11,R143,"145,914",117268,729571,5,212
2019-11,R160,"212,832",266061,8513262,40,1662
2019-11,R179,"276,997",167489,1107986,4,258
2019-11,R188-CONVERSION,"173,681",261464,1389451,8,380
2019-11,R188-NEW,"151,982",524280,455946,3,126
2019-11,R32,"49,319",30010,542513,11,222
2019-11,R46,"62,074",62741,2979573,48,750
2019-11,R62,"172,698",213271,1208888,7,315
2019-11,R62A,"148,567",114927,3565609,24,824
2019-11,R68,"55,526",63289,1998932,36,425
2019-11,R68A,"65,203",84769,586830,9,200
2019-11,R42,"14,928",29775,29855,2,50
2019-10,R188-NEW,"533,622",722294,533622,1,126
2019-10,ADIVISION,"157,375",163858,13062137,83,2895
2019-10,BDIVISION,"112,474",107511,17770866,158,3761
2019-10,FLEET,"127,938",125681,30833003,241,6656
2019-10,R142,"203,630",204974,4887119,24,1030
2019-10,R142A,"120,544",109014,1084895,9,220
2019-10,R143,"273,664",111515,820993,3,212
2019-10,R160,"245,727",265512,9337636,38,1662
2019-10,R179,"101,374",156109,1115109,11,238
2019-10,R188-CONVERSION,"350,786",272167,1403144,4,380
2019-10,R32,"37,005",29836,518070,14,222
2019-10,R46,"73,126",62774,3144428,43,752
2019-10,R62,"193,653",238016,1355570,7,315
2019-10,R62A,"99,942",110307,3797787,38,824
2019-10,R68,"54,154",63694,2112021,39,425
2019-10,R68A,"77,847",85868,700620,9,200
2019-10,R42,"21,989",31307,21989,1,50
2019-09,R188-NEW,N/A,634133,529930,0,126
2019-09,ADIVISION,"124,995",165125,12124489,97,2895
2019-09,BDIVISION,"116,329",106923,16867672,145,3751
2019-09,FLEET,"119,802",125505,28992161,242,6646
2019-09,R142,"168,913",206305,4391741,26,1030
2019-09,R142A,"83,079",111560,996943,12,220
2019-09,R143,"231,793",100564,695379,3,212
2019-09,R160,"470,612",265145,8941633,19,1662
2019-09,R179,"170,112",171034,1020669,6,228
2019-09,R188-CONVERSION,"469,577",260593,1408731,3,380
2019-09,R32,"24,536",30090,515246,21,222
2019-09,R46,"55,164",61387,3034027,55,752
2019-09,R62,"211,973",250063,1271835,6,315
2019-09,R62A,"70,506",111374,3525308,50,824
2019-09,R68,"65,447",66482,2028868,31,425
2019-09,R68A,"68,326",86548,614937,9,200
2019-09,R42,"16,913",31187,16913,1,50
2019-08,R188-CONVERSION,"736,965",232277,1473929,2,380
2019-08,R188-NEW,N/A,623426,504534,0,126
2019-08,ADIVISION,"163,899",165845,12456305,76,2895
2019-08,BDIVISION,"103,922",106769,17874637,172,3741
2019-08,FLEET,"122,302",125571,30330942,248,6636
2019-08,R142,"236,903",208222,4738059,20,1030
2019-08,R142A,"105,841",108804,1058407,10,220
2019-08,R143,"157,219",100599,786093,5,212
2019-08,R160,"315,372",255523,9461147,30,1662
